query_idx,profile,nav_attr,recall,graph_ms,exact_ms,hops,dist,pruned,result_count,insufficient,span0,span1,span2
884,attr0_narrow,0,1,44.124412,146.0026,1031,2233,6648,10,0,1000000,5000000,5000000
885,attr1_narrow,1,1,26.569571,188.83684,1027,4954,14763,10,0,5000000,1000000,5000000
886,attr2_narrow,2,1,16.514687,201.09166,1039,3581,10859,10,0,5000000,5000000,1000000
887,balanced,0,0,0.831,98.764628,7,7,291,7,1,2000000,2000000,2000000
888,attr0_narrow,0,1,65.902662,155.39374,1027,4284,12766,10,0,1000000,5000000,5000000
889,attr1_narrow,1,1,22.808877,194.01728,1029,4738,13900,10,0,5000000,1000000,5000000
890,attr2_narrow,2,1,22.636371,201.75183,1029,4503,13291,10,0,5000000,5000000,1000000
891,balanced,0,0,0.872278,119.88626,14,14,373,10,0,2000000,2000000,2000000
892,attr0_narrow,0,1,46.834982,133.09086,1031,3149,9051,10,0,1000000,5000000,5000000
893,attr1_narrow,1,1,32.03235,186.1196,1039,2161,6450,10,0,5000000,1000000,5000000
894,attr2_narrow,2,1,17.779265,196.83889,1030,3861,11914,10,0,5000000,5000000,1000000
895,balanced,0,0.2,46.47411,106.72477,1078,1296,32722,10,0,2000000,2000000,2000000
896,attr0_narrow,0,0.8,55.764671,144.04087,1043,2230,6741,10,0,1000000,5000000,5000000
897,attr1_narrow,1,1,17.366065,189.24171,1028,2820,8052,10,0,5000000,1000000,5000000
898,attr2_narrow,2,1,19.497531,203.05644,1031,5120,15087,10,0,5000000,5000000,1000000
899,balanced,0,0.7,47.737337,93.227068,1074,1322,30329,10,0,2000000,2000000,2000000
900,attr0_narrow,0,1,57.214179,158.84221,1033,4043,12410,10,0,1000000,5000000,5000000
901,attr1_narrow,1,1,19.748135,191.19822,1030,4249,12870,10,0,5000000,1000000,5000000
902,attr2_narrow,2,1,29.002175,207.83586,1030,6034,17277,10,0,5000000,5000000,1000000
903,balanced,0,0.4,60.163661,119.39213,1358,1573,38316,10,0,2000000,2000000,2000000
904,attr0_narrow,0,1,35.315492,173.67396,1034,3668,11022,10,0,1000000,5000000,5000000
905,attr1_narrow,1,1,14.568049,190.24309,1030,2932,8902,10,0,5000000,1000000,5000000
906,attr2_narrow,2,1,15.06612,215.37944,1031,4584,13380,10,0,5000000,5000000,1000000
907,balanced,0,0,0.205959,143.23337,5,5,260,5,1,2000000,2000000,2000000
908,attr0_narrow,0,1,23.205085,183.76662,1028,4315,12844,10,0,1000000,5000000,5000000
909,attr1_narrow,1,1,18.450253,170.74086,1029,4066,11946,10,0,5000000,1000000,5000000
910,attr2_narrow,2,1,16.242282,212.99227,1029,4697,13748,10,0,5000000,5000000,1000000
911,balanced,0,0.3,26.188831,96.252663,1203,1432,34438,10,0,2000000,2000000,2000000
912,attr0_narrow,0,0.9,23.587838,153.46457,1032,4854,14431,10,0,1000000,5000000,5000000
913,attr1_narrow,1,1,18.963553,185.21541,1034,4640,13620,10,0,5000000,1000000,5000000
914,attr2_narrow,2,1,14.643542,202.84733,1028,4048,11935,10,0,5000000,5000000,1000000
915,balanced,0,0.9,22.935635,126.86043,1109,1290,29580,10,0,2000000,2000000,2000000
916,attr0_narrow,0,1,17.217614,132.93367,1038,2640,7731,10,0,1000000,5000000,5000000
917,attr1_narrow,1,1,19.083309,188.33846,1031,4915,15151,10,0,5000000,1000000,5000000
918,attr2_narrow,2,1,16.423013,194.01551,1027,5161,15834,10,0,5000000,5000000,1000000
919,balanced,0,0.2,38.747424,161.04111,1353,1681,39396,10,0,2000000,2000000,2000000
920,attr0_narrow,0,1,21.119225,179.14143,1028,3224,9784,10,0,1000000,5000000,5000000
921,attr1_narrow,1,1,16.311863,173.84345,1034,3532,10622,10,0,5000000,1000000,5000000
922,attr2_narrow,2,1,17.96166,198.26023,1038,5663,17369,10,0,5000000,5000000,1000000
923,balanced,0,0,22.751839,131.86978,1052,1313,31686,10,0,2000000,2000000,2000000
924,attr0_narrow,0,1,26.583808,132.62963,1044,5590,16553,10,0,1000000,5000000,5000000
925,attr1_narrow,1,1,28.010823,185.57613,1034,5504,16351,10,0,5000000,1000000,5000000
926,attr2_narrow,2,1,14.570935,192.21307,1032,4297,13087,10,0,5000000,5000000,1000000
927,balanced,0,0.4,24.100316,144.31219,1170,1431,34027,10,0,2000000,2000000,2000000
928,attr0_narrow,0,1,21.263467,117.11669,1029,3053,9556,10,0,1000000,5000000,5000000
929,attr1_narrow,1,1,20.546734,201.06152,1028,5345,16131,10,0,5000000,1000000,5000000
930,attr2_narrow,2,1,14.18238,203.27994,1041,4314,12973,10,0,5000000,5000000,1000000
931,balanced,0,0,0.24376,95.644495,9,9,305,9,1,2000000,2000000,2000000
932,attr0_narrow,0,1,30.214766,162.61007,1035,3395,10270,10,0,1000000,5000000,5000000
933,attr1_narrow,1,1,19.671651,186.71417,1027,5606,16097,10,0,5000000,1000000,5000000
934,attr2_narrow,2,1,15.2991,213.368,1046,4067,12086,10,0,5000000,5000000,1000000
935,balanced,0,0,27.399097,140.69895,1033,1280,32537,10,0,2000000,2000000,2000000
936,attr0_narrow,0,1,29.835139,125.24148,1028,3504,10477,10,0,1000000,5000000,5000000
937,attr1_narrow,1,1,17.639081,207.08551,1038,4316,12941,10,0,5000000,1000000,5000000
938,attr2_narrow,2,0.9,15.200955,197.18024,1034,4256,12376,10,0,5000000,5000000,1000000
939,balanced,0,0.6,56.554613,155.12884,1093,1545,35354,10,0,2000000,2000000,2000000
940,attr0_narrow,0,1,68.609665,138.11097,1032,4044,11933,10,0,1000000,5000000,5000000
941,attr1_narrow,1,1,13.289584,190.52436,1030,1596,4639,10,0,5000000,1000000,5000000
942,attr2_narrow,2,1,21.123432,213.22915,1044,4208,12749,10,0,5000000,5000000,1000000
943,balanced,0,0.2,41.848943,97.12412,1049,1171,28474,10,0,2000000,2000000,2000000
944,attr0_narrow,0,1,54.044431,183.37894,1041,3572,10656,10,0,1000000,5000000,5000000
945,attr1_narrow,1,1,18.764958,191.2399,1033,2905,8576,10,0,5000000,1000000,5000000
946,attr2_narrow,2,1,18.322853,203.93098,1033,4184,12698,10,0,5000000,5000000,1000000
947,balanced,0,0,0.4394,92.461412,14,14,462,10,0,2000000,2000000,2000000
948,attr0_narrow,0,1,56.527241,155.67542,1029,4816,14613,10,0,1000000,5000000,5000000
949,attr1_narrow,1,1,23.227377,192.01497,1029,5472,16685,10,0,5000000,1000000,5000000
950,attr2_narrow,2,1,24.117608,203.17784,1029,5360,15567,10,0,5000000,5000000,1000000
951,balanced,0,0.5,49.377706,136.85888,1096,1376,33315,10,0,2000000,2000000,2000000
952,attr0_narrow,0,1,44.245771,139.52929,1035,2947,8454,10,0,1000000,5000000,5000000
953,attr1_narrow,1,1,18.236118,179.51809,1027,2533,7488,10,0,5000000,1000000,5000000
954,attr2_narrow,2,1,18.851761,210.09962,1030,3696,10954,10,0,5000000,5000000,1000000
955,balanced,0,0.1,44.496545,120.53774,1033,1357,32211,10,0,2000000,2000000,2000000
956,attr0_narrow,0,1,52.189277,127.54466,1029,3821,11568,10,0,1000000,5000000,5000000
957,attr1_narrow,1,0.9,19.663895,185.02738,1036,4305,12850,10,0,5000000,1000000,5000000
958,attr2_narrow,2,1,16.523072,212.18743,1039,2563,7476,10,0,5000000,5000000,1000000
959,balanced,0,0,0.355782,89.150227,8,8,274,8,1,2000000,2000000,2000000
960,attr0_narrow,0,1,52.780824,131.73451,1029,4557,13804,10,0,1000000,5000000,5000000
961,attr1_narrow,1,1,24.128559,183.47391,1034,5006,15313,10,0,5000000,1000000,5000000
962,attr2_narrow,2,1,17.452979,198.1524,1029,3097,9505,10,0,5000000,5000000,1000000
963,balanced,0,0,2.173546,94.339339,49,49,1398,10,0,2000000,2000000,2000000
964,attr0_narrow,0,1,53.623586,152.29371,1043,4071,12142,10,0,1000000,5000000,5000000
965,attr1_narrow,1,1,24.287149,181.01493,1030,5370,16069,10,0,5000000,1000000,5000000
966,attr2_narrow,2,1,43.144972,206.80354,1029,3986,11976,10,0,5000000,5000000,1000000
967,balanced,0,0,0.568324,113.5238,11,11,420,10,0,2000000,2000000,2000000
968,attr0_narrow,0,1,55.243586,142.81281,1027,4825,14536,10,0,1000000,5000000,5000000
969,attr1_narrow,1,0.9,33.745877,170.68339,1032,3372,10019,10,0,5000000,1000000,5000000
970,attr2_narrow,2,1,21.69386,200.55861,1026,3195,9663,10,0,5000000,5000000,1000000
971,balanced,0,0,0.937952,120.74898,18,18,654,10,0,2000000,2000000,2000000
972,attr0_narrow,0,1,45.794246,149.20531,1038,2995,8674,10,0,1000000,5000000,5000000
973,attr1_narrow,1,1,19.483024,187.53869,1038,3584,10640,10,0,5000000,1000000,5000000
974,attr2_narrow,2,1,18.353751,202.2103,1032,4204,12226,10,0,5000000,5000000,1000000
975,balanced,0,0.3,42.983517,149.61625,1027,1213,28634,10,0,2000000,2000000,2000000
976,attr0_narrow,0,1,64.280568,125.8805,1028,5312,16141,10,0,1000000,5000000,5000000
977,attr1_narrow,1,1,24.207047,194.11441,1038,3719,11528,10,0,5000000,1000000,5000000
978,attr2_narrow,2,1,21.331796,200.15593,1029,3763,11274,10,0,5000000,5000000,1000000
979,balanced,0,0.4,55.446359,121.63641,1159,1597,36261,10,0,2000000,2000000,2000000
980,attr0_narrow,0,1,58.172719,118.0201,1032,4708,14102,10,0,1000000,5000000,5000000
981,attr1_narrow,1,0.8,24.185517,172.17391,1029,4749,14383,10,0,5000000,1000000,5000000
982,attr2_narrow,2,1,17.251739,206.83019,1033,3201,9422,10,0,5000000,5000000,1000000
983,balanced,0,0,0.260923,121.96696,5,5,173,5,1,2000000,2000000,2000000
984,attr0_narrow,0,1,59.190823,153.60232,1033,5419,16156,10,0,1000000,5000000,5000000
985,attr1_narrow,1,1,18.127453,186.101,1029,2588,7931,10,0,5000000,1000000,5000000
986,attr2_narrow,2,1,16.084013,208.86873,1038,2551,7623,10,0,5000000,5000000,1000000
987,balanced,0,0.1,47.990896,115.36837,1059,1276,30152,10,0,2000000,2000000,2000000
988,attr0_narrow,0,1,55.872194,156.37229,1034,4316,13187,10,0,1000000,5000000,5000000
989,attr1_narrow,1,1,20.748595,171.63886,1038,2805,8403,10,0,5000000,1000000,5000000
990,attr2_narrow,2,1,17.112055,203.59716,1034,2346,7198,10,0,5000000,5000000,1000000
991,balanced,0,0,0.419663,144.52201,8,8,311,8,1,2000000,2000000,2000000
992,attr0_narrow,0,0.8,41.823987,127.51452,1031,2295,7161,10,0,1000000,5000000,5000000
993,attr1_narrow,1,1,21.332718,182.95971,1043,4136,12741,10,0,5000000,1000000,5000000
994,attr2_narrow,2,1,23.126967,203.81383,1029,5021,15005,10,0,5000000,5000000,1000000
995,balanced,0,0.1,56.335509,136.40144,1312,1630,39590,10,0,2000000,2000000,2000000
996,attr0_narrow,0,1,51.087977,128.13557,1033,3856,11452,10,0,1000000,5000000,5000000
997,attr1_narrow,1,1,20.792127,192.31617,1030,4717,13988,10,0,5000000,1000000,5000000
998,attr2_narrow,2,1,19.005501,201.14553,1038,2160,6467,10,0,5000000,5000000,1000000
999,balanced,0,0,49.347339,145.37426,1133,1495,36505,10,0,2000000,2000000,2000000
